filename,act_name,section_number,title,word_count
crpc_section_362.txt,"Code of Criminal Procedure, 1898",362,[Omitted,2
crpc_section_363.txt,"Code of Criminal Procedure, 1898",363,Remarks respecting demeanour of witness,6
crpc_section_364.txt,"Code of Criminal Procedure, 1898",364,Examination of accused how recorded,6
crpc_section_365.txt,"Code of Criminal Procedure, 1898",365,Record of evidence in High Court,12
crpc_section_366.txt,"Code of Criminal Procedure, 1898",366,Mode of delivering judgment,5
crpc_section_367.txt,"Code of Criminal Procedure, 1898",367,Language of judgment,10
crpc_section_368.txt,"Code of Criminal Procedure, 1898",368,Sentence of death,4
crpc_section_369.txt,"Code of Criminal Procedure, 1898",369,Court not to alter judgment,6
crpc_section_370.txt,"Code of Criminal Procedure, 1898",370,[Omitted,2
crpc_section_371.txt,"Code of Criminal Procedure, 1898",371,"Copy of judgment, etc, to be given to accused",16
crpc_section_372.txt,"Code of Criminal Procedure, 1898",372,Judgment when to be translated,6
crpc_section_373.txt,"Code of Criminal Procedure, 1898",373,Court of Session to send copy of finding and sentence to District Magistrate,27
crpc_section_374.txt,"Code of Criminal Procedure, 1898",374,Sentence of death to be submitted by Court of Session,11
crpc_section_375.txt,"Code of Criminal Procedure, 1898",375,Power to direct further inquiry to be made or additional evidence to be taken,15
crpc_section_376.txt,"Code of Criminal Procedure, 1898",376,Power to High Court to confirm sentence or annul conviction,11
crpc_section_377.txt,"Code of Criminal Procedure, 1898",377,Confirmation of new sentence to be signed by two judges,11
crpc_section_378.txt,"Code of Criminal Procedure, 1898",378,Procedure in case of difference of opinion,8
crpc_section_379.txt,"Code of Criminal Procedure, 1898",379,Procedure in cases submitted to High Court for confirmation,10
crpc_section_380.txt,"Code of Criminal Procedure, 1898",380,Procedure in cases submitted by Magistrate not empowered to act under section,18
crpc_section_381.txt,"Code of Criminal Procedure, 1898",381,Execution of order passed under section 376,8
crpc_section_382.txt,"Code of Criminal Procedure, 1898",382,Postponement of capital sentence on pregnant woman,8
crpc_section_382A.txt,"Code of Criminal Procedure, 1898",382A,Postponement of execution of sentences of imprisonment under section 476 or,20
crpc_section_382B.txt,"Code of Criminal Procedure, 1898",382B,Period of detention to be considered while awarding sentence of imprisonment,12
crpc_section_382C.txt,"Code of Criminal Procedure, 1898",382C,Scandalous or false and frivolous pleas to be considered in passing sentence,13
crpc_section_383.txt,"Code of Criminal Procedure, 1898",383,Execution of sentences of imprisonment for life or imprisonment in other cases,13
crpc_section_384.txt,"Code of Criminal Procedure, 1898",384,Direction of warrant for execution,6
crpc_section_385.txt,"Code of Criminal Procedure, 1898",385,Warrant with whom to be lodged,7
crpc_section_386.txt,"Code of Criminal Procedure, 1898",386,Warrant for levy of fine,6
crpc_section_387.txt,"Code of Criminal Procedure, 1898",387,Effect of such warrant,5
crpc_section_388.txt,"Code of Criminal Procedure, 1898",388,Suspension of execution of sentence of imprisonment,8
crpc_section_389.txt,"Code of Criminal Procedure, 1898",389,Who may issue warrant,5
crpc_section_390.txt,"Code of Criminal Procedure, 1898",390,Execution of sentence of whipping only,7
crpc_section_391.txt,"Code of Criminal Procedure, 1898",391,"Execution of sentence of whipping, in addition to imprisonment",10
crpc_section_392.txt,"Code of Criminal Procedure, 1898",392,Mode of inflicting punishment,10
crpc_section_393.txt,"Code of Criminal Procedure, 1898",393,Not to be executed by instalments,8
crpc_section_394.txt,"Code of Criminal Procedure, 1898",394,Whipping not to be inflicted if offender not in fit state of health,17
crpc_section_395.txt,"Code of Criminal Procedure, 1898",395,Procedure if punishment cannot be inflicted under section 394,10
crpc_section_396.txt,"Code of Criminal Procedure, 1898",396,Execution of sentence on escaped convicts,7
crpc_section_397.txt,"Code of Criminal Procedure, 1898",397,Sentence on offender already sentenced for another offence,9
crpc_section_398.txt,"Code of Criminal Procedure, 1898",398,Saving as to sections 396 and 397,8
crpc_section_399.txt,"Code of Criminal Procedure, 1898",399,Confinement of youthful offenders in reformatories,7
crpc_section_400.txt,"Code of Criminal Procedure, 1898",400,Return of warrant on execution of sentence,17
crpc_section_401.txt,"Code of Criminal Procedure, 1898",401,Power to suspend or remit sentences,7
crpc_section_402.txt,"Code of Criminal Procedure, 1898",402,Power to commute punishment,5
crpc_section_402A.txt,"Code of Criminal Procedure, 1898",402A,Sentence of death,4
crpc_section_402B.txt,"Code of Criminal Procedure, 1898",402B,Certain restrictions on the exercise of powers by Provincial Government,18
crpc_section_403.txt,"Code of Criminal Procedure, 1898",403,Person once convicted or acquitted not to be tried for same offence,28
crpc_section_404.txt,"Code of Criminal Procedure, 1898",404,"Unless otherwise provided, no appeal to lie",8
crpc_section_405.txt,"Code of Criminal Procedure, 1898",405,Appeal from order rejecting application for restoration of attached property,11
crpc_section_406.txt,"Code of Criminal Procedure, 1898",406,Appeal from order requiring security for keeping the peace or for good,14
crpc_section_406A.txt,"Code of Criminal Procedure, 1898",406A,Appeal from order refusing to accept or rejecting a surety,11
crpc_section_407.txt,"Code of Criminal Procedure, 1898",407,Appeal from sentence of Magistrate of the second or third class,19
crpc_section_408.txt,"Code of Criminal Procedure, 1898",408,Appeal from sentence of Assistant Sessions Judge or Magistrate of the first,14
crpc_section_409.txt,"Code of Criminal Procedure, 1898",409,Appeals to Court of Session how heard,8
crpc_section_410.txt,"Code of Criminal Procedure, 1898",410,Appeal from sentence of Court of Session,8
crpc_section_411.txt,"Code of Criminal Procedure, 1898",411,[Omitted,2
crpc_section_411A.txt,"Code of Criminal Procedure, 1898",411A,Appeal from sentence of High Court,7
crpc_section_412.txt,"Code of Criminal Procedure, 1898",412,No appeal in certain cases when accused pleads guilty,10
crpc_section_413.txt,"Code of Criminal Procedure, 1898",413,No appeal in petty cases,6
crpc_section_414.txt,"Code of Criminal Procedure, 1898",414,No appeal from certain summary convictions,7
crpc_section_415.txt,"Code of Criminal Procedure, 1898",415,Proviso to sections 413 and 414,7
crpc_section_415A.txt,"Code of Criminal Procedure, 1898",415A,Special right of appeal in certain cases,8
crpc_section_416.txt,"Code of Criminal Procedure, 1898",416,[Repealed,2
crpc_section_417.txt,"Code of Criminal Procedure, 1898",417,Appeal in case of acquittal,6
crpc_section_418.txt,"Code of Criminal Procedure, 1898",418,Appeal on what matters admissible,6
crpc_section_419.txt,"Code of Criminal Procedure, 1898",419,Petition of appeal,4
crpc_section_420.txt,"Code of Criminal Procedure, 1898",420,Procedure when appellant in jail,6
crpc_section_421.txt,"Code of Criminal Procedure, 1898",421,Summary dismissal of appeal,5
crpc_section_422.txt,"Code of Criminal Procedure, 1898",422,Notice of appeal,4
crpc_section_423.txt,"Code of Criminal Procedure, 1898",423,Powers of Appellate Court in disposing of appeal,9
crpc_section_424.txt,"Code of Criminal Procedure, 1898",424,Judgments of subordinate Appellate Courts,6
crpc_section_425.txt,"Code of Criminal Procedure, 1898",425,Order by High Court on appeal to be certified to lower Court,13
crpc_section_426.txt,"Code of Criminal Procedure, 1898",426,Suspension of sentence pending appeals,11
crpc_section_427.txt,"Code of Criminal Procedure, 1898",427,Arrest of accused in appeal from acquittal,8
crpc_section_428.txt,"Code of Criminal Procedure, 1898",428,Appeallate court may take further evidence or direct it to be taken,13
crpc_section_429.txt,"Code of Criminal Procedure, 1898",429,Procedure where judges of Court of Appeal are equally divided,11
crpc_section_430.txt,"Code of Criminal Procedure, 1898",430,Finality of orders on appeal,6
crpc_section_431.txt,"Code of Criminal Procedure, 1898",431,Abatement of appeals,12
crpc_section_435.txt,"Code of Criminal Procedure, 1898",435,Power to call for records of inferior Courts,9
crpc_section_436.txt,"Code of Criminal Procedure, 1898",436,Power to order inquiry,5
crpc_section_437.txt,"Code of Criminal Procedure, 1898",437,[Omitted,2
crpc_section_438.txt,"Code of Criminal Procedure, 1898",438,Report to High Court,15
crpc_section_439A.txt,"Code of Criminal Procedure, 1898",439A,Sessions Judge's powers of revision,6
crpc_section_440.txt,"Code of Criminal Procedure, 1898",440,Optional with Court to hear parties,7
crpc_section_441.txt,"Code of Criminal Procedure, 1898",441,[Omitted,2
crpc_section_442.txt,"Code of Criminal Procedure, 1898",442,High Court's order to be certified to lower Court or Magistrate,22
crpc_section_464.txt,"Code of Criminal Procedure, 1898",464,Procedure in case of accused being lunatic,8
crpc_section_465.txt,"Code of Criminal Procedure, 1898",465,Procedure in case of person sent for trial Court of Session or High Court being,17
crpc_section_466.txt,"Code of Criminal Procedure, 1898",466,Release of lunatic pending investigation or trial,11
crpc_section_467.txt,"Code of Criminal Procedure, 1898",467,Resumption of inquiry or trial,6
crpc_section_468.txt,"Code of Criminal Procedure, 1898",468,Procedure on accused appearing before Magistrate or Court,9
crpc_section_469.txt,"Code of Criminal Procedure, 1898",469,When accused appears to have been insane,8
crpc_section_470.txt,"Code of Criminal Procedure, 1898",470,Judgment of acquittal on ground of lunacy,8
crpc_section_471.txt,"Code of Criminal Procedure, 1898",471,Person acquitted on such ground to be detained in safe custody,23
crpc_section_472.txt,"Code of Criminal Procedure, 1898",472,[Repealed,2
crpc_section_473.txt,"Code of Criminal Procedure, 1898",473,Procedure where lunatic prisoner is reported capable of making his defence,12
crpc_section_474.txt,"Code of Criminal Procedure, 1898",474,Procedure where lunatic detained under section 466 or 471 is declared fit to be,16
crpc_section_475.txt,"Code of Criminal Procedure, 1898",475,Delivery of lunatic to care of relative or friend,23
crpc_section_476.txt,"Code of Criminal Procedure, 1898",476,Procedure in cases mentioned in section 195,8
crpc_section_476A.txt,"Code of Criminal Procedure, 1898",476A,Forwarding of cases for trial by Courts having jurisdiction,10
crpc_section_476B.txt,"Code of Criminal Procedure, 1898",476B,[Omitted,2
crpc_section_477.txt,"Code of Criminal Procedure, 1898",477,[Repealed,2
crpc_section_478.txt,"Code of Criminal Procedure, 1898",478,[Omitted,2
crpc_section_479.txt,"Code of Criminal Procedure, 1898",479,[Omitted,2
crpc_section_480.txt,"Code of Criminal Procedure, 1898",480,Procedure in certain cases of contempt,7
crpc_section_481.txt,"Code of Criminal Procedure, 1898",481,Record in such cases,5
crpc_section_482.txt,"Code of Criminal Procedure, 1898",482,Procedure where Court considers that case should not be dealt with under,15
crpc_section_483.txt,"Code of Criminal Procedure, 1898",483,When Registrar or Sub­Registrar to be deemed a Civil Court within sections 480,16
crpc_section_484.txt,"Code of Criminal Procedure, 1898",484,Discharge of offender on submission of apology,8
crpc_section_485.txt,"Code of Criminal Procedure, 1898",485,Imprisonment or committal of person refusing to answer or produce document,12
crpc_section_486.txt,"Code of Criminal Procedure, 1898",486,Appeals from convictions in contempt cases,7
crpc_section_487.txt,"Code of Criminal Procedure, 1898",487,Certain Judges and Magistrates not to try offences referred to in section 195,35
crpc_section_491.txt,"Code of Criminal Procedure, 1898",491,Power to issue directions of the nature of a habeas carpus,12
crpc_section_491A.txt,"Code of Criminal Procedure, 1898",491A,[Omitted,12
crpc_section_492.txt,"Code of Criminal Procedure, 1898",492,Power to appoint Public Prosecutors,6
crpc_section_493.txt,"Code of Criminal Procedure, 1898",493,Public Prosecutor may plead in all Courts in cases under his charge,21
crpc_section_494.txt,"Code of Criminal Procedure, 1898",494,Effect of withdrawal from prosecution,6
crpc_section_495.txt,"Code of Criminal Procedure, 1898",495,Permission to conduct prosecution,9
crpc_section_496.txt,"Code of Criminal Procedure, 1898",496,In what cases bail to be taken,8
crpc_section_497.txt,"Code of Criminal Procedure, 1898",497,When bail may be taken in case of non­bailable offence,11
crpc_section_498.txt,"Code of Criminal Procedure, 1898",498,Power to direct admission to bail or reduction of bail,11
crpc_section_498A.txt,"Code of Criminal Procedure, 1898",498A,"No bail to be granted to a person not in custody, in court or against whom no",22
crpc_section_499.txt,"Code of Criminal Procedure, 1898",499,Bond of accused and sureties,6
crpc_section_500.txt,"Code of Criminal Procedure, 1898",500,Discharge from custody,4
crpc_section_501.txt,"Code of Criminal Procedure, 1898",501,Power to order sufficient bail when that first taken is insufficient,12
crpc_section_502.txt,"Code of Criminal Procedure, 1898",502,Discharge of sureties,13
crpc_section_503.txt,"Code of Criminal Procedure, 1898",503,When attendance of witness may be dispensed with,9
crpc_section_504.txt,"Code of Criminal Procedure, 1898",504,[Omitted,2
crpc_section_505.txt,"Code of Criminal Procedure, 1898",505,Parties may examine witnesses,5
crpc_section_506.txt,"Code of Criminal Procedure, 1898",506,Power of Magistrate to apply for issue of commission,10
crpc_section_507.txt,"Code of Criminal Procedure, 1898",507,Return of commission,4
crpc_section_508.txt,"Code of Criminal Procedure, 1898",508,Adjournment of inquiry or trial,6
crpc_section_508A.txt,"Code of Criminal Procedure, 1898",508A,Application of this Chapter to Commissions issued in Burma,16
crpc_section_509.txt,"Code of Criminal Procedure, 1898",509,Deposition of medical witness,10
crpc_section_510.txt,"Code of Criminal Procedure, 1898",510,"Report of Chemical Examiner, Serologist, etc",7
crpc_section_511.txt,"Code of Criminal Procedure, 1898",511,Previous conviction or acquittal how proved,7
crpc_section_512.txt,"Code of Criminal Procedure, 1898",512,Record of evidence in absence of accused,20
crpc_section_513.txt,"Code of Criminal Procedure, 1898",513,Deposit instead of recognizance,5
crpc_section_514.txt,"Code of Criminal Procedure, 1898",514,Procedure on forfeiture of bond,6
crpc_section_514A.txt,"Code of Criminal Procedure, 1898",514A,Procedure in case of insolvency or death of surety or when a bond is forfeited,16
crpc_section_514B.txt,"Code of Criminal Procedure, 1898",514B,Bond required from a minor,6
crpc_section_515.txt,"Code of Criminal Procedure, 1898",515,"Appeal from, and revision of, orders under section 514",32
crpc_section_516A.txt,"Code of Criminal Procedure, 1898",516A,Order for custody and disposal of property pending trial in certain cases,13
crpc_section_517.txt,"Code of Criminal Procedure, 1898",517,Order for disposal of property regarding which offence committed,10
crpc_section_518.txt,"Code of Criminal Procedure, 1898",518,Order may take form of reference to District or Sub­divisional Magistrate,12
crpc_section_519.txt,"Code of Criminal Procedure, 1898",519,Payment to innocent purchaser of money found on accused,10
crpc_section_520.txt,"Code of Criminal Procedure, 1898",520,"Stay of order under section 517, 518 or 519",10
crpc_section_521.txt,"Code of Criminal Procedure, 1898",521,Destruction of libellous and other matter,7
crpc_section_522.txt,"Code of Criminal Procedure, 1898",522,Power to restore possession of immovable property,8
crpc_section_522A.txt,"Code of Criminal Procedure, 1898",522A,Power to restore possession of movable property,8
crpc_section_523.txt,"Code of Criminal Procedure, 1898",523,Procedure by police upon seizure of property taken under section 51 or stolen,21
crpc_section_524.txt,"Code of Criminal Procedure, 1898",524,Procedure where no claimant appears within six months,9
crpc_section_525.txt,"Code of Criminal Procedure, 1898",525,Power to sell perishable property,14
crpc_section_526.txt,"Code of Criminal Procedure, 1898",526,High Court may transfer case or itself try it,25
crpc_section_526A.txt,"Code of Criminal Procedure, 1898",526A,[Omitted,2
crpc_section_527.txt,"Code of Criminal Procedure, 1898",527,Power of Provincial Government to transfer cases and appeals,10
crpc_section_528.txt,"Code of Criminal Procedure, 1898",528,Sessions Judge may withdraw cases from Assistant Sessions Judge,19
crpc_section_529.txt,"Code of Criminal Procedure, 1898",529,Irregularities which do not vitiate proceedings,7
crpc_section_530.txt,"Code of Criminal Procedure, 1898",530,Irregularities which vitiate proceedings,5
crpc_section_531.txt,"Code of Criminal Procedure, 1898",531,Proceedings in wrong place,5
crpc_section_532.txt,"Code of Criminal Procedure, 1898",532,[Omitted,2
crpc_section_533.txt,"Code of Criminal Procedure, 1898",533,Non­compliance with provisions of section 164 or 364,9
crpc_section_534.txt,"Code of Criminal Procedure, 1898",534,[Omitted,2
crpc_section_535.txt,"Code of Criminal Procedure, 1898",535,Effect of omission to prepare charge,7
crpc_section_536.txt,"Code of Criminal Procedure, 1898",536,[Omitted,2
crpc_section_537.txt,"Code of Criminal Procedure, 1898",537,Finding or sentence when reversible by reason of error or omission in charge or,17
crpc_section_538.txt,"Code of Criminal Procedure, 1898",538,"Attachment not illegal, person making same not trespasser for defect or want of",20
crpc_section_539.txt,"Code of Criminal Procedure, 1898",539,Courts and persons before whom affidavits may be sworn,10
crpc_section_539A.txt,"Code of Criminal Procedure, 1898",539A,Affidavit in proof of conduct of public servant,9
crpc_section_539B.txt,"Code of Criminal Procedure, 1898",539B,Local inspection,3
crpc_section_540.txt,"Code of Criminal Procedure, 1898",540,Power to summon material witness or examine person present,10
crpc_section_540A.txt,"Code of Criminal Procedure, 1898",540A,Provision for inquiries and trial being held in the absence of accused in certain,16
crpc_section_541.txt,"Code of Criminal Procedure, 1898",541,Power to appoint place of imprisonment,34
crpc_section_542.txt,"Code of Criminal Procedure, 1898",542,[Repealed,2
crpc_section_543.txt,"Code of Criminal Procedure, 1898",543,Interpreter to be bound to interpret truthfully,8
crpc_section_544.txt,"Code of Criminal Procedure, 1898",544,Expenses of complainants and witnesses,6
crpc_section_544A.txt,"Code of Criminal Procedure, 1898",544A,"Compensation to the heirs to the person killed, etc",10
crpc_section_545.txt,"Code of Criminal Procedure, 1898",545,Power of Court to pay expenses of compensation out of fine,12
crpc_section_546.txt,"Code of Criminal Procedure, 1898",546,Payments to be taken into account in subsequent suit,10
crpc_section_546A.txt,"Code of Criminal Procedure, 1898",546A,Order of payment of certain fees paid by complainant in non­cognizable cases,13
crpc_section_547.txt,"Code of Criminal Procedure, 1898",547,Moneys ordered to be paid recoverable as fines,9
crpc_section_548.txt,"Code of Criminal Procedure, 1898",548,Copies of proceedings,4
crpc_section_549.txt,"Code of Criminal Procedure, 1898",549,Delivery to military authorities of persons liable to be tried by Court­martial,17
crpc_section_550.txt,"Code of Criminal Procedure, 1898",550,Powers to police to seize property suspected to be stolen,11
crpc_section_551.txt,"Code of Criminal Procedure, 1898",551,Powers of superior officers of police,7
crpc_section_552.txt,"Code of Criminal Procedure, 1898",552,Powers to compel restoration of abducted females,8
crpc_section_553.txt,"Code of Criminal Procedure, 1898",553,[Repealed,2
crpc_section_554.txt,"Code of Criminal Procedure, 1898",554,Power of High Courts to make rules for inspection of records of subordinate,25
crpc_section_555.txt,"Code of Criminal Procedure, 1898",555,Forms,2
crpc_section_556.txt,"Code of Criminal Procedure, 1898",556,Case in which Judge or Magistrate is personally interested,10
crpc_section_557.txt,"Code of Criminal Procedure, 1898",557,Practising pleader not to sit as Magistrate in certain Courts,11
crpc_section_558.txt,"Code of Criminal Procedure, 1898",558,Power to decide language of Courts,7
crpc_section_559.txt,"Code of Criminal Procedure, 1898",559,Provision for powers of Judges and Magistrates being exercised by their,15
crpc_section_560.txt,"Code of Criminal Procedure, 1898",560,Officers concerned in sales not to purchase or bid for property,12
crpc_section_561.txt,"Code of Criminal Procedure, 1898",561,[Repealed,2
crpc_section_561A.txt,"Code of Criminal Procedure, 1898",561A,Saving of inherent power of High Court,10
crpc_section_562.txt,"Code of Criminal Procedure, 1898",562,Powers of Court to release certain convicted offenders on probation of good,24
crpc_section_563.txt,"Code of Criminal Procedure, 1898",563,Provision in case of offender failing to observe conditions of his recognizances,13
crpc_section_564.txt,"Code of Criminal Procedure, 1898",564,Conditions as to abode of offender,10
crpc_section_565.txt,"Code of Criminal Procedure, 1898",565,Order for notifying address of previously convicted offender,212
crpc_section_1.txt,"Code of Criminal Procedure, 1898",1,In the Punjab 26­12­1975,5
crpc_section_2.txt,"Code of Criminal Procedure, 1898",2,In N,7
crpc_section_3.txt,"Code of Criminal Procedure, 1898",3,In Sind 24­12­1975,4
crpc_section_4.txt,"Code of Criminal Procedure, 1898",4,"In Quetta Town, Cantonment Areas and Nasirabad Distt",146
crpc_section_76.txt,"Code of Criminal Procedure, 1898",76,4[86A,222
crpc_section_108.txt,"Code of Criminal Procedure, 1898",108,"(3ac) Power to require security for good behaviour, Section 109",97
crpc_section_349.txt,"Code of Criminal Procedure, 1898",349,Powers with which a Magistrate of the second class may be invested by the Provincial Government,179
